name,reduce_cardinality,y_test,y_pred
lgb,True,0,0.04324395563919323
lgb,True,0,0.02116438642413699
lgb,True,0,0.040834788745915444
lgb,True,0,0.05438546940282906
lgb,True,0,0.08484285515442852
lgb,True,0,0.17111973284659274
lgb,True,0,0.08486108305428969
lgb,True,0,0.03881789986607051
lgb,True,0,0.08568455829335583
lgb,True,0,0.20696599716871059
lgb,True,0,0.04324395563919323
lgb,True,0,0.032505756977411905
lgb,True,0,0.06992566174595753
lgb,True,0,0.05056257702298884
lgb,True,0,0.030844947676540647
lgb,True,0,0.04480253748986348
lgb,True,0,0.03764410417365412
lgb,True,0,0.04857941096573397
lgb,True,0,0.07772406072884226
lgb,True,0,0.05311309527600119
lgb,True,0,0.07034357618332794
lgb,True,0,0.04515911026856883
lgb,True,0,0.043502661567307914
lgb,True,0,0.027955532516613008
lgb,True,0,0.06297338397159173
lgb,True,0,0.02045827646302904
lgb,True,0,0.010338206577417054
lgb,True,0,0.047455861262730784
lgb,True,0,0.024264565525598598
lgb,True,0,0.039428144986130544
lgb,True,0,0.23534392190831202
lgb,True,1,0.10291149111229357
lgb,True,1,0.08360065606584045
lgb,True,1,0.062420695530258904
lgb,True,0,0.02777505075901789
lgb,True,0,0.027493220701393133
lgb,True,0,0.03261986352868299
lgb,True,0,0.01748645372733992
lgb,True,0,0.033177471520888326
lgb,True,0,0.11756131964631257
lgb,True,0,0.058476292905915675
lgb,True,0,0.03873393521893709
lgb,True,0,0.0385500504500692
lgb,True,0,0.02422439029541148
lgb,True,0,0.03996747917150894
lgb,True,0,0.043815659644155736
lgb,True,0,0.013376745534853894
lgb,True,0,0.024947680233402936
lgb,True,0,0.020040614451639144
lgb,True,0,0.02829402669800243
lgb,True,0,0.043257293291648374
lgb,True,0,0.05443950924605138
lgb,True,0,0.040696414130116966
lgb,True,0,0.04578026429807635
lgb,True,0,0.15199776925324507
lgb,True,0,0.037010048188758644
lgb,True,0,0.1364205321985411
lgb,True,0,0.059216962817225716
lgb,True,0,0.028173582988289064
lgb,True,0,0.043348337890664265
lgb,True,0,0.03772863356296961
lgb,True,0,0.030884246308582254
lgb,True,0,0.12357325344091151
lgb,True,0,0.03490677892432851
lgb,True,0,0.04192816989515667
lgb,True,0,0.09567404949493026
lgb,True,0,0.03641029092801142
lgb,True,0,0.051837373286447705
lgb,True,0,0.027593447652403114
lgb,True,0,0.02943961237208315
lgb,True,0,0.1509113945168144
lgb,True,0,0.04254654949793786
lgb,True,0,0.04306022702943411
lgb,True,0,0.05318081890408568
lgb,True,0,0.041359451597322384
lgb,True,0,0.0580595698196907
lgb,True,0,0.010338206577417054
lgb,True,0,0.043502661567307914
lgb,True,0,0.08927929770957822
lgb,True,0,0.029567020429389367
lgb,True,0,0.12258858685901627
lgb,True,0,0.01914269657165978
lgb,True,0,0.010745042257795795
lgb,True,0,0.04656830133510807
lgb,True,0,0.025463199071432616
lgb,True,0,0.04324395563919323
lgb,True,0,0.0557024244975309
lgb,True,0,0.040862529483322745
lgb,True,0,0.12271804192398242
lgb,True,0,0.035222235113245806
lgb,True,0,0.02561248678668012
lgb,True,0,0.026294656412785965
lgb,True,0,0.025392289474153677
lgb,True,0,0.038402333786042325
lgb,True,1,0.026565064304352907
lgb,True,0,0.06527505460962202
lgb,True,0,0.03876047661223431
lgb,True,1,0.24439117226866952
lgb,True,0,0.04998287410164939
lgb,True,0,0.05182153457247434
lgb,True,0,0.0774279255060244
lgb,True,0,0.04013626015459928
lgb,True,0,0.010338206577417054
lgb,True,0,0.024499355822764506
lgb,True,0,0.12137912574786436
lgb,True,0,0.043502661567307914
lgb,True,0,0.18566333018139455
lgb,True,0,0.02483969440042396
lgb,True,0,0.05691312411294706
lgb,True,0,0.04342594717020012
lgb,True,0,0.024979111183576937
lgb,True,0,0.08693999742971743
lgb,True,0,0.05761554990127583
lgb,True,0,0.04159829802216165
lgb,True,0,0.08387788437000879
lgb,True,0,0.08628469629142517
lgb,True,0,0.09219778302208481
lgb,True,0,0.1699434441635229
lgb,True,0,0.03701515149122282
lgb,True,0,0.02771632449640166
lgb,True,0,0.01341069175067119
lgb,True,0,0.027671756402389145
lgb,True,0,0.048530982653095356
lgb,True,0,0.035485784601712075
lgb,True,0,0.021323940813362478
lgb,True,0,0.03823357220769382
lgb,True,0,0.03327233372224828
lgb,True,0,0.012411312923209671
lgb,True,0,0.042954725584078327
lgb,True,0,0.1563128085001587
lgb,True,0,0.02847282776323649
lgb,True,0,0.03315335111935812
lgb,True,0,0.038491311594009085
lgb,True,0,0.026609247714894268
lgb,True,0,0.038842862799623054
lgb,True,0,0.04200425879138066
lgb,True,1,0.22033616010534732
lgb,True,0,0.023198244739924507
lgb,True,0,0.04508681307261379
lgb,True,0,0.02841993212295782
lgb,True,0,0.02561248678668012
lgb,True,0,0.027357250697977353
lgb,True,0,0.024624358899718098
lgb,True,0,0.031042135747276003
lgb,True,0,0.011054266283572558
lgb,True,0,0.18409065687267429
lgb,True,0,0.047760721966716595
lgb,True,0,0.03787953892492861
lgb,True,0,0.0442226235526761
lgb,True,0,0.027357250697977353
lgb,True,0,0.08781503190276448
lgb,True,0,0.048648453533018235
lgb,True,1,0.020441658013937828
lgb,True,0,0.049512727792415556
lgb,True,1,0.019311548497616186
lgb,True,0,0.04657607311975175
lgb,True,0,0.05097960675700493
lgb,True,0,0.043886053608094375
lgb,True,0,0.03368390196393568
lgb,True,0,0.02267477293274564
lgb,True,0,0.060599950422937705
lgb,True,0,0.050483514387924415
lgb,True,0,0.02483220617827877
lgb,True,0,0.04534877967181864
lgb,True,0,0.03553243911214152
lgb,True,0,0.03129580105647607
lgb,True,0,0.0520237039990017
lgb,True,0,0.03018560926026575
lgb,True,0,0.06389334914745395
lgb,True,0,0.023870297953012213
lgb,True,0,0.025736310966672723
lgb,True,0,0.03321706642052145
lgb,True,0,0.03627742398738669
lgb,True,0,0.03327233372224828
lgb,True,0,0.03364422843511894
lgb,True,0,0.0793341021094167
lgb,True,0,0.05233153319850836
lgb,True,0,0.18799959370828376
lgb,True,0,0.011170813157417732
lgb,True,0,0.03750575847933401
lgb,True,0,0.02087451314509907
lgb,True,0,0.03092173044943622
lgb,True,0,0.050912748803309676
lgb,True,0,0.04837126860370827
lgb,True,0,0.05158739375990755
lgb,True,0,0.028888217491181187
lgb,True,0,0.045224237788736965
lgb,True,0,0.06822527685276498
lgb,True,0,0.04177606121306529
lgb,True,0,0.03741827470266
lgb,True,0,0.029954232441619773
lgb,True,0,0.04985785358407954
lgb,True,0,0.03318750575852466
lgb,True,0,0.027593447652403114
lgb,True,0,0.013561153861411606
lgb,True,0,0.03835347167503732
lgb,True,0,0.04696556110554293
lgb,True,0,0.028052005860206886
lgb,True,0,0.05922524250803716
lgb,True,0,0.027994031336303227
lgb,True,0,0.02990382408526643
lgb,True,0,0.02324137758039876
lgb,True,0,0.0333349571290754
lgb,True,0,0.04633555471255619
lgb,True,0,0.044345176441330146
lgb,True,0,0.04001142528060737
lgb,True,0,0.02397576931498466
lgb,True,0,0.028191328826237285
lgb,True,0,0.03733799223917601
lgb,True,0,0.011110133350274574
lgb,True,0,0.0343510765163718
lgb,True,0,0.05636886317926785
lgb,True,0,0.047720563896704975
lgb,True,1,0.13014339835908087
lgb,True,0,0.09930490478164872
lgb,True,0,0.034976485052936164
lgb,True,0,0.02561248678668012
lgb,True,0,0.04927282524469078
lgb,True,1,0.2928304594469626
lgb,True,0,0.03963512904266073
lgb,True,0,0.036122047135097896
lgb,True,0,0.027475901883180345
lgb,True,0,0.08978693419845901
lgb,True,0,0.02683916476864241
lgb,True,0,0.15028268929409216
lgb,True,0,0.03611394585370391
lgb,True,0,0.024082935199057975
lgb,True,0,0.025694563390097885
lgb,True,1,0.16986768912943404
lgb,True,0,0.02561248678668012
lgb,True,0,0.01585351303606141
lgb,True,0,0.020252168670256112
lgb,True,0,0.02561248678668012
lgb,True,0,0.026491145229534635
lgb,True,0,0.02904862308766547
lgb,True,0,0.023704012158700494
lgb,True,0,0.02943961237208315
lgb,True,1,0.03828069328861627
lgb,True,0,0.031015409946723468
lgb,True,0,0.0495547977946536
lgb,True,0,0.039060158689817014
lgb,True,0,0.028782332879426487
lgb,True,0,0.035074797056239254
lgb,True,0,0.036723727877712366
lgb,True,0,0.10927456638336458
lgb,True,0,0.010399550657554518
lgb,True,0,0.0469242914595986
lgb,True,0,0.0367120980901839
lgb,True,0,0.04543261427591545
lgb,True,0,0.04677565840723939
lgb,True,0,0.020636592892764257
lgb,True,0,0.016477724506003946
lgb,True,0,0.021241940588400218
lgb,True,0,0.023734340622387273
lgb,True,0,0.025851838013032237
lgb,True,0,0.026345558411843387
lgb,True,0,0.05988178315899526
lgb,True,0,0.04739003875474183
lgb,True,0,0.025244763423311892
lgb,True,0,0.25522737642140936
lgb,True,0,0.031607459644903774
lgb,True,0,0.10508950399510736
lgb,True,0,0.04519348070655001
lgb,True,0,0.020354755499850084
lgb,True,0,0.05270090302064771
lgb,True,0,0.04684285161806668
lgb,True,0,0.02712572509165659
lgb,True,0,0.047239112509604504
lgb,True,0,0.02972419322999636
lgb,True,0,0.031149919390456023
lgb,True,1,0.21668331499729945
lgb,True,0,0.06217154392840142
lgb,True,0,0.06343208103140116
lgb,True,0,0.019711072276389068
lgb,True,0,0.03528112994938661
lgb,True,0,0.04362961282687929
lgb,True,0,0.025354491369368716
lgb,True,0,0.02462837827924741
lgb,True,0,0.01929487972417357
lgb,True,0,0.04306022702943411
lgb,True,0,0.04069829272152256
lgb,True,0,0.0331094860921984
lgb,True,0,0.04601539055914412
lgb,True,0,0.029825179817232476
lgb,True,0,0.023209956171680576
lgb,True,0,0.0827909932287998
lgb,True,0,0.042166672082601345
lgb,True,0,0.05458673783671231
lgb,True,0,0.010383832456667099
lgb,True,0,0.03293885177399731
lgb,True,0,0.01914269657165978
lgb,True,0,0.07261670467030991
lgb,True,0,0.027181972092673277
lgb,True,0,0.022557870567372372
lgb,True,0,0.032256355359017
lgb,True,0,0.034222544727096946
lgb,True,1,0.025834019911258027
lgb,True,0,0.0442226235526761
lgb,True,0,0.023944955244785942
lgb,True,0,0.03550742242413001
lgb,True,0,0.043073510565989875
lgb,True,0,0.04064991545474817
lgb,True,0,0.029954205025007535
lgb,True,0,0.029694361127457488
lgb,True,0,0.048427157433216544
lgb,True,0,0.05273777622768272
lgb,True,0,0.04065281514476423
lgb,True,0,0.03306421029488992
lgb,True,0,0.047815580520242554
lgb,True,0,0.0514577836757246
lgb,True,0,0.029645548022537126
lgb,True,0,0.052789908022882547
lgb,True,0,0.07320949692609315
lgb,True,0,0.017333220518425216
lgb,True,0,0.040271108835153974
lgb,True,0,0.15125147939669406
lgb,True,1,0.05268784800244443
lgb,True,0,0.02390944313923052
lgb,True,0,0.029356070820337872
lgb,True,0,0.012922381622322102
lgb,True,0,0.03343913029090418
lgb,True,0,0.036484430744020066
lgb,True,0,0.0341850229154448
lgb,True,0,0.06945517009351362
lgb,True,0,0.05825226788223679
lgb,True,1,0.06990730683783011
lgb,True,0,0.05095440633141921
lgb,True,0,0.05686689323860182
lgb,True,0,0.03929462753438973
lgb,True,0,0.040217971514004656
lgb,True,0,0.041607576477082034
lgb,True,0,0.02911775455646721
lgb,True,0,0.038026066862382184
lgb,True,0,0.05854692097043935
lgb,True,0,0.06046800180555635
lgb,True,0,0.08127903145975326
lgb,True,0,0.045544075632563435
lgb,True,0,0.09460794161591202
lgb,True,0,0.20521686841490613
lgb,True,0,0.0531218112388621
lgb,True,0,0.024308309622883332
lgb,True,0,0.05687776174048231
lgb,True,0,0.04583743764720641
lgb,True,0,0.02032992073811403
lgb,True,0,0.07835582389831866
lgb,True,0,0.06391587397378806
lgb,True,0,0.10345819817161368
lgb,True,0,0.040729366732820405
lgb,True,0,0.01870931029292434
lgb,True,0,0.02136607967732181
lgb,True,0,0.04621926025820755
lgb,True,0,0.033080215955192525
lgb,True,0,0.011054266283572558
lgb,True,0,0.022852602342594383
lgb,True,0,0.046453836895077594
lgb,True,0,0.14326780182394697
lgb,True,0,0.06889379753781653
lgb,True,0,0.032781953022993277
lgb,True,0,0.05883911783068669
lgb,True,0,0.022379510654322334
lgb,True,1,0.04883984998233098
lgb,True,0,0.02841993212295782
lgb,True,0,0.057229421394888194
lgb,True,0,0.034143585699457114
lgb,True,0,0.07683993053580383
lgb,True,0,0.06910591951422819
lgb,True,0,0.07027610758478131
lgb,True,0,0.019228585284650778
lgb,True,0,0.014189293498857078
lgb,True,1,0.07265716866407139
lgb,True,0,0.010838657101558397
lgb,True,1,0.03881192734330239
lgb,True,0,0.09574785157193619
lgb,True,0,0.03754301772456445
lgb,True,0,0.02568797247907484
lgb,True,0,0.011217665071125356
lgb,True,0,0.03800905959288979
lgb,True,1,0.2065740646600056
lgb,True,0,0.026804440629915105
lgb,True,0,0.023888359951451596
lgb,True,0,0.04229897289800763
lgb,True,0,0.03925293131248138
lgb,True,0,0.05344584334026812
lgb,True,0,0.030128825729905443
lgb,True,0,0.03603173868523745
lgb,True,0,0.04594889349761853
lgb,True,0,0.03851962702913585
lgb,True,0,0.028052005860206886
lgb,True,0,0.019438120354379747
lgb,True,0,0.06718196046334139
lgb,True,0,0.07487409376792514
lgb,True,0,0.012046744913678778
lgb,True,0,0.019555181434935252
lgb,True,0,0.08815567189535953
lgb,True,0,0.021734297156164824
lgb,True,0,0.029339892043521363
lgb,True,0,0.022186926123894203
lgb,True,0,0.044576538498589335
lgb,True,0,0.025248286949605115
lgb,True,0,0.041256509627897564
lgb,True,0,0.05247323812203075
lgb,True,0,0.04689376706584106
lgb,True,0,0.04794582653148615
lgb,True,0,0.05839249543164752
lgb,True,0,0.031204899767125586
lgb,True,0,0.04621926025820755
lgb,True,0,0.028173582988289064
lgb,True,0,0.0353284516081473
lgb,True,0,0.04023808152029339
lgb,True,0,0.026755015638433098
lgb,True,0,0.0707884843051399
lgb,True,0,0.08409059036080126
lgb,True,0,0.042646167767424276
lgb,True,0,0.06961004253860409
lgb,True,0,0.02943961237208315
lgb,True,0,0.011072413132484688
lgb,True,0,0.047151044822364825
lgb,True,0,0.025912818905342788
lgb,True,0,0.026658865750265808
lgb,True,0,0.049021061013955744
lgb,True,0,0.05090414248434305
lgb,True,0,0.027357250697977353
lgb,True,0,0.022186926123894203
lgb,True,0,0.06912269378868328
lgb,True,0,0.029771699591032184
lgb,True,0,0.0560244665962009
lgb,True,0,0.054029879675741785
lgb,True,0,0.04365165177115116
lgb,True,0,0.03889544768520318
lgb,True,0,0.0679254004727256
lgb,True,0,0.13342812381597358
lgb,True,0,0.04538449395748465
lgb,True,0,0.07541533953515787
lgb,True,0,0.13062568863284507
lgb,True,0,0.06056591539965882
lgb,True,0,0.028052005860206886
lgb,True,0,0.03244232846191198
lgb,True,1,0.17307762583906136
lgb,True,0,0.04479286703791929
lgb,True,0,0.026986157280692473
lgb,True,0,0.04474063963295717
lgb,True,0,0.02390944313923052
lgb,True,1,0.0639702319327706
lgb,True,1,0.040290829227664963
lgb,True,0,0.11849645294531437
lgb,True,0,0.022186926123894203
lgb,True,0,0.03553146602489063
lgb,True,0,0.02272034388541716
lgb,True,0,0.05097960675700493
lgb,True,0,0.043073510565989875
lgb,True,0,0.03512513530150311
lgb,True,0,0.0538544358436749
lgb,True,0,0.03437995434139081
lgb,True,0,0.04469549339370917
lgb,True,0,0.019116167198172673
lgb,True,0,0.02397576931498466
lgb,True,0,0.06780321436887266
lgb,True,0,0.04304668187116641
lgb,True,0,0.03618712641999816
lgb,True,0,0.0894979483453437
lgb,True,0,0.0659156881095975
lgb,True,0,0.04125096305111392
lgb,True,0,0.060250925505575904
lgb,True,0,0.0518055362477124
lgb,True,0,0.025463199071432616
lgb,True,0,0.09314899931634796
lgb,True,0,0.025834019911258027
lgb,True,1,0.2501635886600644
lgb,True,1,0.15505247030255984
lgb,True,0,0.057383400051986166
lgb,True,0,0.019032909954617185
lgb,True,0,0.023704012158700494
lgb,True,0,0.04193999321259425
lgb,True,0,0.031747500333002485
lgb,True,0,0.07528155264308822
lgb,True,0,0.06746231082977615
lgb,True,0,0.05225354101790303
lgb,True,0,0.030448130513689903
lgb,True,0,0.027493220701393133
lgb,True,0,0.026343449431777875
lgb,True,0,0.037439960853507086
lgb,True,0,0.041490579334545044
lgb,True,0,0.02537367517887062
lgb,True,1,0.0528410370846855
lgb,True,0,0.051456370278850576
lgb,True,0,0.02626412901595132
lgb,True,0,0.04952361692400644
lgb,True,0,0.020697725031769955
lgb,True,0,0.0457374897952155
lgb,True,0,0.03201941086834711
lgb,True,0,0.05502331752020272
lgb,True,0,0.027357250697977353
lgb,True,0,0.0748097124196273
lgb,True,0,0.025502641874822613
lgb,True,0,0.04857941096573397
lgb,True,0,0.10588593877463402
lgb,True,0,0.07097370320699563
lgb,True,0,0.12165204583991135
lgb,True,0,0.05757302466221725
lgb,True,0,0.04678751727882893
lgb,True,0,0.03974186974455078
lgb,True,0,0.03404846642812044
lgb,True,0,0.022359525398674775
lgb,True,0,0.02033881819262756
lgb,True,0,0.0974965404608194
lgb,True,0,0.02455144103699592
lgb,True,0,0.02854305701191867
lgb,True,1,0.028052005860206886
lgb,True,0,0.022753449178163482
lgb,True,1,0.07836501960184607
lgb,True,0,0.031603216525981345
lgb,True,0,0.02272611281124719
lgb,True,0,0.03806994335537203
lgb,True,0,0.04368224226718887
lgb,True,0,0.02429594541656953
lgb,True,0,0.06919804257082375
lgb,True,0,0.028019645012325435
lgb,True,0,0.01751260444150275
lgb,True,0,0.058553692267969595
lgb,True,0,0.024056158516765066
lgb,True,0,0.05412702891843324
lgb,True,0,0.04796598884451427
lgb,True,0,0.04791751434974916
lgb,True,0,0.050331585471939486
lgb,True,0,0.1393431191388504
lgb,True,0,0.020364628238497513
lgb,True,0,0.04568109493228938
lgb,True,0,0.024792355516015708
lgb,True,0,0.05300596347461201
lgb,True,0,0.02711157938438229
lgb,True,0,0.05946483290839171
lgb,True,0,0.037993312304194664
lgb,True,0,0.045479006883597684
lgb,True,0,0.031392819228080036
lgb,True,0,0.05434989167397013
lgb,True,0,0.028173582988289064
lgb,True,0,0.03131834330170822
lgb,True,0,0.09903405469010015
lgb,True,1,0.03746096609778884
lgb,True,0,0.011103016913629042
lgb,True,0,0.04314474895656471
lgb,True,0,0.020319361888508084
lgb,True,0,0.043073510565989875
lgb,True,0,0.0409151901236009
lgb,True,0,0.02787736279956953
lgb,True,0,0.031654017925681656
lgb,True,0,0.044710467810355696
lgb,True,0,0.04689376706584106
lgb,True,0,0.051502875197015754
lgb,True,0,0.020560682273215843
lgb,True,0,0.03285610257664761
lgb,True,0,0.02829402669800243
lgb,True,0,0.040862529483322745
lgb,True,0,0.045507548061171
lgb,True,0,0.028173582988289064
lgb,True,0,0.22378632141139307
lgb,True,0,0.05247323812203075
lgb,True,0,0.04762315406568474
lgb,True,0,0.04234675680442282
lgb,True,0,0.08244535315980822
lgb,True,0,0.04006658901527449
lgb,True,0,0.01929183311745539
lgb,True,0,0.011581140385591644
lgb,True,0,0.03256146942735026
lgb,True,0,0.04964182688664162
lgb,True,0,0.023201968260410707
lgb,True,1,0.06767210541710936
lgb,True,0,0.056215191633670114
lgb,True,0,0.03144102550279532
lgb,True,0,0.02629328026000346
lgb,True,0,0.05771779353901797
lgb,True,0,0.03881832992115914
lgb,True,0,0.026755015638433098
lgb,True,0,0.04475099924595418
lgb,True,0,0.04241008285133092
lgb,True,0,0.027475901883180345
lgb,True,0,0.0436106036911435
lgb,True,0,0.03426319228799176
lgb,True,0,0.04159829802216165
lgb,True,0,0.15665657080946183
lgb,True,0,0.20956415930947825
lgb,True,0,0.03765183550437511
lgb,True,0,0.023704012158700494
lgb,True,0,0.049535532182793635
lgb,True,0,0.03942149909216258
lgb,True,0,0.04056337444857436
lgb,True,0,0.0305607619499043
lgb,True,0,0.050744612171522124
lgb,True,0,0.027181972092673277
lgb,True,0,0.04960850755082394
lgb,True,1,0.07617388813740772
lgb,True,0,0.0565552066655512
lgb,True,0,0.029083145195023457
lgb,True,0,0.04342594717020012
lgb,True,0,0.01864604769308834
lgb,True,0,0.02943961237208315
lgb,True,0,0.025244763423311892
lgb,True,0,0.03419805463373659
lgb,True,0,0.022613170732453846
lgb,True,0,0.03029191582511311
lgb,True,0,0.03944001326668114
lgb,True,0,0.11619135786708493
lgb,True,0,0.020440638521256195
lgb,True,0,0.025979744600156826
lgb,True,0,0.038883893822906586
lgb,True,0,0.047041926459373946
lgb,True,0,0.04574323246907434
lgb,True,0,0.024864125957258745
lgb,True,0,0.030617929667993652
lgb,True,0,0.1028003729315616
lgb,True,1,0.06820330651873177
lgb,True,0,0.06701344701789158
lgb,True,0,0.04479286703791929
lgb,True,0,0.11191873455174861
lgb,True,0,0.08051505091731286
lgb,True,0,0.028665033654944484
lgb,True,0,0.025463199071432616
lgb,True,0,0.07742813133322081
lgb,True,0,0.04213450307498624
lgb,True,0,0.025948745554843316
lgb,True,0,0.02994512429435678
lgb,True,0,0.06271358092686694
lgb,True,0,0.04052605153872415
lgb,True,0,0.043502661567307914
lgb,True,0,0.011151320347795755
lgb,True,1,0.07648056670864198
lgb,True,0,0.029285315322795432
lgb,True,0,0.042166672082601345
lgb,True,0,0.02626412901595132
lgb,True,0,0.04515680477622391
lgb,True,0,0.022939556740024975
lgb,True,0,0.02384013278396032
lgb,True,0,0.028313492188929226
lgb,True,0,0.039698497737063965
lgb,True,0,0.02817017993759467
lgb,True,0,0.029693239154079457
lgb,True,0,0.07126370257687768
lgb,True,0,0.043073510565989875
lgb,True,0,0.05861000167581315
lgb,True,0,0.02872533791383554
lgb,True,0,0.0293040947004563
lgb,True,0,0.03789599381492458
lgb,True,0,0.1868035521059041
lgb,True,0,0.02525124356483084
lgb,True,0,0.04861695046243371
lgb,True,0,0.02677457134909631
lgb,True,0,0.03846482101437573
lgb,True,0,0.025463199071432616
lgb,True,0,0.043073510565989875
lgb,True,0,0.0732008064336111
lgb,True,0,0.02390944313923052
lgb,True,0,0.06700633678821119
lgb,True,0,0.03168683597909987
lgb,True,0,0.04737434416414699
lgb,True,0,0.019144847979414795
lgb,True,0,0.13678717593812353
lgb,True,0,0.1462692745377299
lgb,True,0,0.020427669021317884
lgb,True,0,0.05078916500309099
lgb,True,0,0.04141035397965702
lgb,True,0,0.09663204974945314
lgb,True,0,0.0461393244063473
lgb,True,0,0.02787736279956953
lgb,True,0,0.027475901883180345
lgb,True,0,0.043758801248442177
lgb,True,0,0.032827017693192954
lgb,True,0,0.02494367177090893
lgb,True,0,0.06543018457162512
lgb,True,0,0.03723868156165552
lgb,True,0,0.03504711334959575
lgb,True,0,0.025919582929095675
