name,y_test,y_pred
lr,0,0.03278835180920534
lr,0,0.08504528857471198
lr,0,0.019826562570853704
lr,0,0.00799776242365868
lr,0,0.11257547281664611
lr,0,0.04525101716889612
lr,0,0.019178968480470227
lr,1,0.048756557111485965
lr,0,0.019516338375394727
lr,0,0.04123799120381963
lr,0,0.036422876163989155
lr,0,0.02121102681990595
lr,0,0.04171778358949019
lr,0,0.04095147642878749
lr,0,0.034762842381840714
lr,0,0.06318190731705119
lr,0,0.01132033994997524
lr,0,0.05366786708905022
lr,0,0.03682192241729803
lr,0,0.10757355014494009
lr,0,0.040509279047523904
lr,0,0.05887309566539539
lr,0,0.03815104337646563
lr,1,0.037017509979417544
lr,0,0.039386266903031035
lr,0,0.021964705853353098
lr,0,0.038869733404964725
lr,1,0.023907168250198195
lr,0,0.06036149668269639
lr,0,0.025979262257262572
lr,0,0.031739992864875013
lr,1,0.06269234186362832
lr,0,0.036811721092500874
lr,0,0.04694333322688315
lr,0,0.049121675209668536
lr,0,0.021770295015347937
lr,0,0.04023398272333625
lr,0,0.05319776721618226
lr,0,0.08481609711498415
lr,0,0.040348886774964475
lr,0,0.04921102902470608
lr,0,0.04647351447751787
lr,0,0.03527904155039692
lr,0,0.0675477173516167
lr,0,0.015135678029321477
lr,0,0.02606750352011601
lr,0,0.0377793371532453
lr,0,0.029069644170604873
lr,0,0.036342424072961635
lr,0,0.054186364665679054
lr,0,0.011608027310867493
lr,0,0.03976047675925172
lr,1,0.03745041824227549
lr,0,0.08847496297464398
lr,0,0.025823594277738306
lr,0,0.05010887091311382
lr,0,0.028817124964089405
lr,1,0.25286052407148873
lr,0,0.05446085426810715
lr,0,0.02604793100093362
lr,0,0.045857631874370516
lr,0,0.074472539375402
lr,0,0.04171992783683299
lr,0,0.020183361248580146
lr,0,0.0645541895198949
lr,0,0.03080989533039855
lr,0,0.011144729225866306
lr,0,0.035510478979309534
lr,0,0.014913903025474594
lr,0,0.04754504020440523
lr,0,0.07767134162806126
lr,0,0.039393431974280496
lr,0,0.023879385693602692
lr,0,0.11080441919204329
lr,0,0.13343628096173474
lr,0,0.026539209435057824
lr,0,0.05598620476680085
lr,0,0.021086397857590256
lr,0,0.027033320253369332
lr,0,0.03284003448518736
lr,0,0.04604668796971319
lr,0,0.020153911721855607
lr,0,0.04426227608763379
lr,0,0.039626677299393
lr,0,0.06489252551605702
lr,0,0.032916831243464964
lr,0,0.060090338747658276
lr,0,0.04035016181967771
lr,0,0.053097635054858115
lr,0,0.02425789458339971
lr,0,0.0250088969307504
lr,0,0.052957607137340504
lr,0,0.03986053766490399
lr,0,0.017826936975760793
lr,0,0.03418161936955835
lr,0,0.009826263523386088
lr,0,0.03295533714995179
lr,0,0.040506724903049955
lr,1,0.01910718377258611
lr,0,0.04460460008853491
lr,0,0.03360116423030211
lr,0,0.03783454385193391
lr,0,0.08691442920224446
lr,0,0.019490276992571283
lr,0,0.11365903128522968
lr,0,0.0294092161188571
lr,0,0.11624165555068412
lr,1,0.22530686447678258
lr,0,0.013626410079222724
lr,0,0.015801957749648203
lr,0,0.09292216425943486
lr,0,0.04084851284718112
lr,0,0.021115425336109748
lr,0,0.07819018208731436
lr,0,0.05402285037853762
lr,0,0.017818421576901673
lr,0,0.047508047966182174
lr,0,0.03895693528023357
lr,0,0.15805625883772897
lr,0,0.025239070118002385
lr,0,0.03834447194060674
lr,0,0.036787887467570696
lr,1,0.053167082453686836
lr,0,0.04977859856693639
lr,0,0.10014677923514802
lr,0,0.061688899245382255
lr,0,0.01722363972752517
lr,0,0.055329439834295495
lr,0,0.03823511748747291
lr,0,0.027700581155402255
lr,0,0.05589907877811362
lr,0,0.04056260487962326
lr,0,0.02142280956637228
lr,0,0.029090282390807853
lr,0,0.02995585809863934
lr,0,0.022586250411938843
lr,0,0.04202753801625075
lr,0,0.10070166944670211
lr,0,0.018797548309777954
lr,0,0.07083724837288446
lr,0,0.0387721670652202
lr,0,0.03528823493145419
lr,0,0.03078661962586573
lr,0,0.052312927066511625
lr,0,0.020146786715357565
lr,0,0.12184147486205886
lr,0,0.02181951877542657
lr,0,0.029240505593854375
lr,1,0.10506800088225139
lr,0,0.08095859227563983
lr,0,0.03816162909978191
lr,0,0.06518536471378539
lr,0,0.05625219710630805
lr,0,0.05932207322439636
lr,0,0.00756885186984405
lr,0,0.026554956981849537
lr,0,0.02494825937434655
lr,0,0.04930657483910151
lr,0,0.12313646980117295
lr,0,0.019143809449687337
lr,0,0.08099257478162203
lr,0,0.05636818035502663
lr,0,0.04432496823200935
lr,0,0.021002201842875212
lr,0,0.02683881050995915
lr,0,0.05472426853312274
lr,0,0.044682704207705884
lr,0,0.047038455724400415
lr,0,0.02655681103445038
lr,0,0.03615862957155899
lr,0,0.07170454103146788
lr,0,0.07909082600942652
lr,1,0.05313393100441723
lr,0,0.05120354161115829
lr,0,0.07416260199244223
lr,0,0.18987015257227824
lr,0,0.027434309019761575
lr,0,0.03662567101141887
lr,0,0.0155922523228796
lr,0,0.0422080645693147
lr,0,0.0017991967978300196
lr,0,0.007825247434682717
lr,0,0.03135462016866338
lr,0,0.040654094393206226
lr,0,0.11554509943109442
lr,0,0.03401934919239987
lr,0,0.01923281475726673
lr,0,0.04927283651389658
lr,0,0.02583498783988651
lr,0,0.07317073196926085
lr,0,0.03256246742616697
lr,0,0.02009540642874148
lr,0,0.04493290053606522
lr,0,0.05437602733997916
lr,0,0.027432932158477676
lr,0,0.0525017351893352
lr,0,0.08955684694787641
lr,0,0.03441265482685116
lr,0,0.06844405919077924
lr,0,0.07977740086838034
lr,0,0.02370710727456111
lr,0,0.16820072402595734
lr,0,0.048730880123835946
lr,0,0.03737580877110352
